Bile_acid,Nonhydroxy_36.02,Nonhydroxy_64.07,Nonhydroxy_78.05,Nonhydroxy_80.06,Nonhydroxy_95.98,Nonhydroxy_96.06,Dihydroxy_39.01,Dihydroxy_41.06,Dihydroxy_50.05,Dihydroxy_62.05,Dihydroxy_64.03,Dihydroxy_69.02,Dihydroxy_70.98,Dihydroxy_71.04,Dihydroxy_73.04,Dihydroxy_74.05,Dihydroxy_85.05,Dihydroxy_86.97,Dihydroxy_87.03,Dihydroxy_87.04,Dihydroxy_88.99,Dihydroxy_99.02,Dihydroxy_99.07,Dihydroxy_101.05,Dihydroxy_103.08,Dihydroxy_104.99,Dihydroxy_110.05,Dihydroxy_111.03,Dihydroxy_113.08,Dihydroxy_113.09,Dihydroxy_114.04,Dihydroxy_114.08,Dihydroxy_123,Dihydroxy_128.06,Dihydroxy_128.09,Dihydroxy_128.1,Dihydroxy_129.04,Dihydroxy_131.04,Dihydroxy_131.07,Dihydroxy_147.04,Dihydroxy_147.07,Dihydroxy_157.09,Dihydroxy_163.06,Dihydroxy_163.07,Dihydroxy_175.13,Dihydroxy_186.08,Dihydroxy_356.27,Trihydroxy_39.01,Trihydroxy_41.03,Trihydroxy_52.97,Trihydroxy_53.01,Trihydroxy_53.03,Trihydroxy_54.05,Trihydroxy_56.93,Trihydroxy_60.04,Trihydroxy_70.98,Trihydroxy_70.99,Trihydroxy_71.04,Trihydroxy_73.03,Trihydroxy_73.04,Trihydroxy_74,Trihydroxy_74.05,Trihydroxy_85.05,Trihydroxy_87.04,Trihydroxy_88.99,Trihydroxy_89,Trihydroxy_89.03,Trihydroxy_101.05,Trihydroxy_103.01,Trihydroxy_104.99,Trihydroxy_113.08,Trihydroxy_113.09,Trihydroxy_114.04,Trihydroxy_114.08,Trihydroxy_124.03,Trihydroxy_126.11,Trihydroxy_128.06,Trihydroxy_128.09,Trihydroxy_128.1,Trihydroxy_128.96,Trihydroxy_128.99,Trihydroxy_129.03,Trihydroxy_129.04,Trihydroxy_129.05,Trihydroxy_137.01,Trihydroxy_137.06,Trihydroxy_147.04,Trihydroxy_147.07,Trihydroxy_163.06,Trihydroxy_172.05,Trihydroxy_186.07,Trihydroxy_186.08,Trihydroxy_372.26,Trihydroxy_372.27,Trihydroxy_389.29,Trihydroxy_391.31,Trihydroxy_407.3,Trihydroxy_407.32,Tetrahydroxy_55.02,Tetrahydroxy_88.99,Tetrahydroxy_106.01,Tetrahydroxy_372.27,Tetrahydroxy_388.26,Tetrahydroxy_405.29,Tetrahydroxy_495.27,NCBI,no rank,class,phylum,subphylum,superkingdom,family,genus,order,suborder,clade,species group,species subgroup,species,subclass,kingdom,subkingdom,subgenus,section,infraorder,parvorder,subfamily,superclass,superfamily,superorder,subspecies,strain
Streptomyces sp. SID3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690263,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690264,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690290,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID4982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690291,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690292,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690305,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690306,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690307,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690308,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690309,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690310,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690311,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690312,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690313,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690314,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690316,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690317,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690318,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690319,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID6139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690320,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690321,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690322,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690323,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690324,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690325,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID7834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690336,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces sp. SID89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690366,unclassified Streptomyces,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Streptomyces viridochromogenes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1938,cellular organisms,Actinomycetia,Actinobacteria,N/A,Bacteria,Streptomycetaceae,Streptomyces,Streptomycetales,N/A,Terrabacteria group,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Agaricus californicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88128,cellular organisms,Agaricomycetes,Basidiomycota,Agaricomycotina,Eukaryota,Agaricaceae,Agaricus,Agaricales,Agaricineae,Opisthokonta,N/A,N/A,N/A,Agaricomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amanita pachycolea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80576,cellular organisms,Agaricomycetes,Basidiomycota,Agaricomycotina,Eukaryota,Amanitaceae,Amanita,Agaricales,Pluteineae,Opisthokonta,N/A,N/A,N/A,Agaricomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clitocybe dealbata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71875,cellular organisms,Agaricomycetes,Basidiomycota,Agaricomycotina,Eukaryota,Clitocybaceae,Clitocybe,Agaricales,Tricholomatineae,Opisthokonta,N/A,N/A,N/A,Agaricomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cortinarius uliginosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304761,cellular organisms,Agaricomycetes,Basidiomycota,Agaricomycotina,Eukaryota,Cortinariaceae,Cortinarius,Agaricales,Agaricineae,Opisthokonta,N/A,N/A,N/A,Agaricomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fomitopsis maunceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2126941,Agaricomycetes incertae sedis,Agaricomycetes,Basidiomycota,Agaricomycotina,Eukaryota,Fomitopsidaceae,Fomitopsis,Polyporales,N/A,Opisthokonta,N/A,N/A,N/A,N/A,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pleurotus eryngii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5323,cellular organisms,Agaricomycetes,Basidiomycota,Agaricomycotina,Eukaryota,Pleurotaceae,Pleurotus,Agaricales,Pleurotineae,Opisthokonta,N/A,N/A,N/A,Agaricomycetidae,Fungi,Dikarya,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
