Bile,delta,count
Trihydroxy,380.17,2
Nonhydroxy,218.15,2
Dihydroxy,122.96,2
Tetrahydroxy,354.26,2
Trihydroxy,608.3,2
Trihydroxy,17.98,2
Pentahydroxy,0.01,2
Dihydroxy,53.13,2
Trihydroxy,40.98,2
Dihydroxy,79.06,2
Trihydroxy,160.09,2
Pentahydroxy,78.97,2
Trihydroxy,504.45,2
Monohydroxy,182.09,2
Trihydroxy,427.25,2
Trihydroxy,801.23,2
Trihydroxy,233.91,2
Tetrahydroxy,682.23,2
Nonhydroxy,87.03,2
Trihydroxy,424.65,2
Trihydroxy,516.31,2
Monohydroxy,9.01,2
Trihydroxy,574.48,2
Monohydroxy,92.03,2
Trihydroxy,202.99,2
Trihydroxy,70.65,2
Trihydroxy,0.15,2
Trihydroxy,490.33,2
Trihydroxy,339.22,2
Monohydroxy,79.02,2
Trihydroxy,205.1,2
Trihydroxy,89.9,2
Trihydroxy,46.04,2
Dihydroxy,19.06,2
Trihydroxy,435.74,2
Trihydroxy,108.54,2
Trihydroxy,536.66,2
Monohydroxy,6.01,2
Trihydroxy,521.38,2
Trihydroxy,111.07,2
Trihydroxy,33.03,2
Trihydroxy,623.31,2
Trihydroxy,222.02,2
Trihydroxy,534.34,2
Trihydroxy,110.45,2
Trihydroxy,443.25,2
Tetrahydroxy,622.31,2
Trihydroxy,89.94,2
Monohydroxy,123,2
Trihydroxy,98.09,2
Tetrahydroxy,15.91,2
Trihydroxy,502.61,2
Trihydroxy,55.96,2
Monohydroxy,137.05,2
Dihydroxy,356.26,2
Trihydroxy,7.03,2
Trihydroxy,41.06,2
Dihydroxy,327.28,2
Trihydroxy,177.99,2
Tetrahydroxy,134.96,2
Tetrahydroxy,71.61,2
Nonhydroxy,323.3,2
Trihydroxy,486.16,2
Tetrahydroxy,474.08,2
Trihydroxy,116.99,2
Trihydroxy,115.98,2
Dihydroxy,16,2
Monohydroxy,396.27,2
Trihydroxy,126.13,2
Monohydroxy,1.02,2
Trihydroxy,336.23,2
Trihydroxy,881.45,2
Nonhydroxy,32.03,2
Monohydroxy,378.26,2
Tetrahydroxy,450.33,2
Tetrahydroxy,53.98,2
Pentahydroxy,77.04,2
Monohydroxy,449.32,2
Nonhydroxy,120.04,2
Tetrahydroxy,16.46,2
Dihydroxy,6.02,2
Monohydroxy,267.09,2
Tetrahydroxy,16.89,2
Pentahydroxy,194.16,2
Dihydroxy,3.95,2
Trihydroxy,34.06,2
Dihydroxy,131.02,2
Trihydroxy,539.33,2
Trihydroxy,642.78,2
Pentahydroxy,38.99,2
Trihydroxy,31.5,2
Dihydroxy,39,2
Dihydroxy,115.01,2
Trihydroxy,230.04,2
Tetrahydroxy,151.99,2
Trihydroxy,448.14,2
Trihydroxy,230.93,2
Tetrahydroxy,94.09,2
Trihydroxy,57.07,2
Trihydroxy,333.07,2
Dihydroxy,96.97,2
Trihydroxy,40.05,2
Nonhydroxy,57.89,2
Trihydroxy,19.89,2
Trihydroxy,597.25,2
Dihydroxy,215.05,2
Dihydroxy,158.07,2
Trihydroxy,220.1,2
Nonhydroxy,107.98,2
Dihydroxy,58,2
Trihydroxy,482.06,2
Dihydroxy,450.32,2
Dihydroxy,556.32,2
Tetrahydroxy,762.19,2
Trihydroxy,88.08,2
Trihydroxy,56.98,2
Trihydroxy,135.02,2
Trihydroxy,577.25,2
Dihydroxy,8.98,2
Dihydroxy,130.07,2
Trihydroxy,37.19,2
Tetrahydroxy,170.11,2
Dihydroxy,17.09,2
Trihydroxy,318.24,2
Pentahydroxy,56.15,2
Trihydroxy,116.01,2
Monohydroxy,89.11,2
Trihydroxy,142.08,2
Pentahydroxy,9.97,2
Dihydroxy,37.04,2
Tetrahydroxy,84.96,2
Trihydroxy,229.06,2
Trihydroxy,163.93,2
Trihydroxy,69.86,2
Dihydroxy,388.28,2
Dihydroxy,57.86,2
Tetrahydroxy,331.21,2
Trihydroxy,59.44,2
Trihydroxy,95.5,2
Trihydroxy,38.49,2
Dihydroxy,38.03,2
Trihydroxy,205.09,2
Trihydroxy,203.57,2
Dihydroxy,18.12,2
Pentahydroxy,240.15,2
Tetrahydroxy,9,2
Monohydroxy,21,2
Dihydroxy,23.93,2
Trihydroxy,410.29,2
Dihydroxy,77.07,2
Trihydroxy,26.97,2
Tetrahydroxy,168.07,2
Tetrahydroxy,18.12,2
Tetrahydroxy,202.12,2
Pentahydroxy,107.59,2
Trihydroxy,164.19,2
Tetrahydroxy,112.08,2
Dihydroxy,215.02,2
Dihydroxy,26.82,2
Trihydroxy,188.09,2
Trihydroxy,99.47,2
Dihydroxy,69.93,2
Trihydroxy,634.45,2
Trihydroxy,18.16,2
Trihydroxy,510.11,2
Trihydroxy,205.99,2
Trihydroxy,85.97,2
Trihydroxy,472.31,2
Monohydroxy,119.07,2
Tetrahydroxy,14.04,2
Trihydroxy,167.91,2
Trihydroxy,71.12,2
Monohydroxy,54.04,2
Trihydroxy,499.09,2
Trihydroxy,121.02,2
Monohydroxy,36.98,2
Trihydroxy,126.97,2
Monohydroxy,38.97,2
Trihydroxy,38.15,2
Monohydroxy,14.01,2
Trihydroxy,158.13,2
Trihydroxy,264.26,2
Dihydroxy,489.34,2
Pentahydroxy,154.13,2
Dihydroxy,95.08,2
Trihydroxy,0.21,2
Monohydroxy,438.28,2
Tetrahydroxy,54.09,2
Tetrahydroxy,103.49,2
Trihydroxy,387.13,2
Trihydroxy,831.27,2
Monohydroxy,87.04,2
Trihydroxy,53.17,2
Tetrahydroxy,18.96,2
Tetrahydroxy,91.15,2
Trihydroxy,101.98,2
Dihydroxy,121.05,2
Trihydroxy,19.07,2
Tetrahydroxy,441.23,2
Dihydroxy,106.98,2
Dihydroxy,126.34,2
Trihydroxy,138.03,2
Pentahydroxy,107.48,2
Trihydroxy,193.01,2
Trihydroxy,85,2
Trihydroxy,176.08,2
Dihydroxy,334.26,2
Trihydroxy,20.86,2
Trihydroxy,426.24,2
Dihydroxy,54.15,2
Trihydroxy,237.08,2
Nonhydroxy,58.04,2
Trihydroxy,15.05,2
Tetrahydroxy,467.59,2
Dihydroxy,161.99,2
Monohydroxy,36.08,2
Nonhydroxy,338.28,2
Trihydroxy,270.22,2
Dihydroxy,316.22,2
Trihydroxy,314.25,2
Trihydroxy,54.36,2
Tetrahydroxy,207.62,2
Tetrahydroxy,16.1,2
Trihydroxy,836.04,2
Pentahydroxy,8.97,2
Tetrahydroxy,374.23,2
Dihydroxy,85.06,2
Monohydroxy,13.03,2
Nonhydroxy,38.02,2
Trihydroxy,82.92,2
Trihydroxy,70.46,2
Tetrahydroxy,36.05,2
Dihydroxy,167.04,2
Tetrahydroxy,104.98,2
Monohydroxy,58.01,2
Pentahydroxy,29.02,2
Pentahydroxy,256.1,2
Tetrahydroxy,495.26,2
Trihydroxy,899.94,2
Trihydroxy,577.24,2
Monohydroxy,57.01,2
Dihydroxy,156.01,2
Trihydroxy,897.48,2
Dihydroxy,2.09,2
Pentahydroxy,72.02,2
Dihydroxy,336.11,2
Trihydroxy,686.27,2
Trihydroxy,145.08,2
Trihydroxy,376.65,2
Pentahydroxy,248.35,2
Pentahydroxy,108.13,2
Trihydroxy,543.45,2
Tetrahydroxy,60.96,2
Trihydroxy,821.18,2
Trihydroxy,503.56,2
Tetrahydroxy,104.02,2
Trihydroxy,83.02,2
Pentahydroxy,48.06,2
Dihydroxy,596.25,2
Tetrahydroxy,5.03,2
Dihydroxy,26.09,2
Pentahydroxy,546.21,2
Pentahydroxy,25.98,2
Dihydroxy,214.12,2
Tetrahydroxy,12.01,2
Pentahydroxy,1.93,2
Dihydroxy,113.1,2
Trihydroxy,899.44,2
Dihydroxy,107.96,2
Dihydroxy,283.28,2
Trihydroxy,430.21,2
Monohydroxy,227.63,2
Trihydroxy,25.07,2
Trihydroxy,518.37,2
Tetrahydroxy,131.04,2
Pentahydroxy,63.05,2
Dihydroxy,15.91,2
Dihydroxy,80.03,2
Nonhydroxy,281.11,2
Dihydroxy,301.08,2
Trihydroxy,621.16,2
Trihydroxy,364.26,2
Tetrahydroxy,21.48,2
Trihydroxy,226.52,2
Dihydroxy,374.3,2
Trihydroxy,138.04,2
Trihydroxy,138.49,2
Tetrahydroxy,58.08,2
Dihydroxy,54.97,2
Trihydroxy,338.11,2
Monohydroxy,76.05,2
Monohydroxy,89.02,2
Tetrahydroxy,14.01,2
Dihydroxy,506.35,2
Monohydroxy,155.02,2
Trihydroxy,114.09,2
Trihydroxy,87.49,2
Trihydroxy,243.15,2
Tetrahydroxy,99.93,2
Trihydroxy,456.31,2
Monohydroxy,167.12,2
Pentahydroxy,107.03,2
Trihydroxy,456.15,2
Trihydroxy,606.27,2
Dihydroxy,526.54,2
Tetrahydroxy,51.08,2
Tetrahydroxy,52.99,2
Trihydroxy,168.97,2
Pentahydroxy,110.21,2
Nonhydroxy,17.05,2
Dihydroxy,237.12,2
Trihydroxy,61.03,2
Trihydroxy,230.16,2
Dihydroxy,662.35,2
Pentahydroxy,54.05,2
Trihydroxy,312.18,2
Trihydroxy,120.01,2
Trihydroxy,159.04,2
Trihydroxy,891.43,2
Tetrahydroxy,491.11,2
Dihydroxy,87.88,2
Trihydroxy,295.06,2
Trihydroxy,891.93,2
Pentahydroxy,70,2
Tetrahydroxy,71.09,2
Dihydroxy,111.99,2
Trihydroxy,628.29,2
Tetrahydroxy,472.31,2
Trihydroxy,230.92,2
Pentahydroxy,49.04,2
Dihydroxy,338.16,2
Trihydroxy,169.02,2
Trihydroxy,114.64,2
Trihydroxy,889.95,2
Tetrahydroxy,305.97,2
Monohydroxy,107.06,2
Monohydroxy,215.04,2
Nonhydroxy,416.18,2
Trihydroxy,187.04,2
Dihydroxy,230.06,2
Trihydroxy,190.1,2
Dihydroxy,488.33,2
Tetrahydroxy,566.24,2
Trihydroxy,607.31,2
Nonhydroxy,281.17,2
Trihydroxy,173.1,2
Trihydroxy,119,2
Trihydroxy,75,2
Trihydroxy,98.96,2
Dihydroxy,101.03,2
Trihydroxy,221.6,2
Nonhydroxy,51.04,2
Trihydroxy,98.98,2
Tetrahydroxy,35.96,2
Trihydroxy,125.05,2
Trihydroxy,582.35,2
Dihydroxy,301.25,2
Monohydroxy,601.54,2
Dihydroxy,56.13,2
Trihydroxy,46.06,2
Trihydroxy,132.06,2
Trihydroxy,53.83,2
Trihydroxy,203.59,2
Dihydroxy,593.22,2
Trihydroxy,55.13,2
Trihydroxy,23.06,2
Dihydroxy,56.99,2
Tetrahydroxy,226.01,2
Pentahydroxy,28.01,2
Monohydroxy,245.04,2
Dihydroxy,89.92,2
Trihydroxy,106.45,2
Trihydroxy,247.01,2
Dihydroxy,135.09,2
Monohydroxy,10.91,2
Tetrahydroxy,602.28,2
Dihydroxy,96.05,2
Dihydroxy,77.05,2
Trihydroxy,38.07,2
Monohydroxy,198.05,2
Tetrahydroxy,210.21,2
Trihydroxy,257.91,2
Tetrahydroxy,218.05,2
Tetrahydroxy,109.05,2
Pentahydroxy,130.09,2
Trihydroxy,56.09,2
Nonhydroxy,114.99,2
Trihydroxy,79.49,2
Tetrahydroxy,406.29,2
Tetrahydroxy,407.24,2
Tetrahydroxy,35,2
Monohydroxy,414.28,2
Trihydroxy,35.19,2
Pentahydroxy,56.01,2
Trihydroxy,463.28,2
Monohydroxy,215.09,2
Dihydroxy,53.04,2
Trihydroxy,115,2
Trihydroxy,307.11,2
Trihydroxy,114.98,2
Trihydroxy,215.09,2
Tetrahydroxy,90.08,2
Dihydroxy,72.96,2
Monohydroxy,188.15,2
Tetrahydroxy,227.98,2
Tetrahydroxy,177.06,2
Trihydroxy,516.34,2
Tetrahydroxy,356.1,2
Pentahydroxy,221.2,2
Trihydroxy,283.03,2
Trihydroxy,99.95,2
Trihydroxy,204.05,2
Trihydroxy,425.24,2
Trihydroxy,194.07,2
Tetrahydroxy,41.97,2
Trihydroxy,230.09,2
Trihydroxy,206.07,2
Trihydroxy,30.07,2
Monohydroxy,90.01,2
Monohydroxy,73.05,2
Trihydroxy,26.09,2
Trihydroxy,66.05,2
Tetrahydroxy,34.03,2
Trihydroxy,312.28,2
Pentahydroxy,109.62,2
Trihydroxy,88.93,2
Dihydroxy,53.1,2
Trihydroxy,791.21,2
Trihydroxy,6.01,2
Trihydroxy,649.26,2
Trihydroxy,283.04,2
Trihydroxy,490.26,2
Monohydroxy,398.23,2
Monohydroxy,17.12,2
Pentahydroxy,222.14,2
Trihydroxy,5.94,2
Trihydroxy,133,2
Trihydroxy,65.1,2
Trihydroxy,187.41,2
Trihydroxy,177.63,2
Trihydroxy,117.07,2
Monohydroxy,92.05,2
Dihydroxy,384.28,2
Trihydroxy,633.3,2
Dihydroxy,338.27,2
Trihydroxy,265.29,2
Monohydroxy,111.04,2
Monohydroxy,1.1,2
Monohydroxy,32.01,2
Pentahydroxy,225.18,2
Tetrahydroxy,365.25,2
Tetrahydroxy,69.64,2
Trihydroxy,35.95,2
Dihydroxy,92.06,2
Tetrahydroxy,212.91,2
Nonhydroxy,79.39,2
Dihydroxy,57.97,2
Monohydroxy,592.22,2
Monohydroxy,18.06,2
Monohydroxy,45.06,2
Trihydroxy,162.07,2
Trihydroxy,220.59,2
Trihydroxy,390.91,2
Trihydroxy,36.15,2
Trihydroxy,629.32,2
Tetrahydroxy,388.25,2
Dihydroxy,196,2
Trihydroxy,500.76,2
Trihydroxy,142.07,2
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
